Header,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
50.005,1.55154508,-1.3806937,93.21312869,0.58725507,0.95249785,-0.94428029,24.40750231,1.02356721,-8.84596807,-23.66562065,7.50569575,-3.41852259,0,-3.25355583,-5.70948137,-6.73414854,-46.28433639,-9.92205039,1.60842135,0,0,0,0
50.01,1.67746745,-1.41800624,93.25714836,0.58779655,0.95323431,-0.94425791,24.05107801,1.20234112,-8.89313027,-23.73612893,7.95530057,-3.3272486,0,-2.29524143,-5.94716825,-6.7324154,-47.88323727,-10.8034055,0.48866183,0,0,0,0
50.015,1.79339793,-1.45593035,93.30452083,0.58829917,0.95399357,-0.9441814,23.67599327,1.36514635,-8.96273001,-23.76792552,8.40958571,-3.2023353,0,-1.31635274,-6.15794627,-6.71393036,-49.45386763,-11.55725796,-0.68248845,0,0,0,0
50.02,1.90625212,-1.4873586,93.35122823,0.58876761,0.95477579,-0.94406408,23.27567848,1.5202848,-9.05681084,-23.7629201,8.85860306,-3.04773369,0,-0.32995855,-6.35075057,-6.68930591,-50.98852897,-12.16899034,-1.89431877,0,0,0,0
50.025,2.01479384,-1.50125054,93.40977771,0.5892094,0.95560386,-0.94392022,22.83240609,1.66892407,-9.17478727,-23.71122788,9.29561912,-2.9030069,0,0.64879124,-6.52646512,-6.64702691,-52.4752763,-12.63467854,-3.12369165,0,0,0,0
50.03,2.11464166,-1.51476189,93.45850662,0.58962311,0.95644469,-0.94374218,22.37452651,1.80862257,-9.29485121,-23.6283525,9.72232387,-2.73028712,0,1.63097038,-6.67488075,-6.60779326,-53.90866639,-12.94219606,-4.36880044,0,0,0,0
50.035,2.20662378,-1.51787579,93.50159154,0.59000848,0.95731224,-0.94353765,21.88993789,1.9407458,-9.42131231,-23.51271845,10.13433093,-2.54524801,0,2.60228394,-6.79903005,-6.57015676,-55.27994064,-13.09185915,-5.60593242,0,0,0,0
50.04,2.28285447,-1.51575467,93.53106038,0.59037578,0.9581839,-0.94329686,21.39955199,2.05489579,-9.56001823,-23.39269156,10.53530088,-2.34488501,0,3.56442604,-6.89167224,-6.54549199,-56.58468686,-13.08274899,-6.8296578,0,0,0,0
50.045,2.35210441,-1.50373426,93.55884594,0.59071873,0.9590911,-0.94304709,20.87652714,2.16607205,-9.68645592,-23.22842423,10.90991391,-2.13707266,0,4.51129165,-6.95866221,-6.51013177,-57.81384414,-12.94158543,-8.00976894,0,0,0,0
50.05,2.4283825,-1.47112286,93.58271361,0.59106126,0.96005015,-0.94280561,20.30114811,2.29609308,-9.79386901,-23.0016564,11.24088699,-1.9529183,0,5.42724526,-7.02325007,-6.47374779,-58.96208711,-12.67242152,-9.11295481,0,0,0,0
50.055,2.4750859,-1.44734853,93.58786043,0.59137976,0.96098965,-0.94252491,19.74298693,2.3935931,-9.89804542,-22.78637122,11.57346701,-1.76209541,0,6.34202974,-7.04152733,-6.45604488,-60.03010683,-12.28934071,-10.16268951,0,0,0,0
50.06,2.48650546,-1.43825369,93.56980351,0.59166215,0.96190079,-0.94220205,19.21321229,2.44528053,-10.01847351,-22.5945407,11.91705746,-1.51346486,0,7.25792448,-7.004402,-6.45946625,-61.01244466,-11.80549119,-11.14406487,0,0,0,0
50.065,2.509158,-1.40721224,93.55069434,0.59195602,0.96285757,-0.9418897,18.6320358,2.52063981,-10.11831649,-22.34392895,12.21735513,-1.2906315,0,8.13989802,-6.97464714,-6.45792576,-61.908208,-11.24820319,-12.00736183,0,0,0,0
50.07,2.5361997,-1.36135781,93.52539041,0.59226604,0.9638412,-0.9415811,18.01402136,2.61447495,-10.18598234,-22.04688647,12.47846606,-1.1267114,0,8.99335059,-6.94644239,-6.45850512,-62.71655696,-10.62825927,-12.74460814,0,0,0,0
50.075,2.53927272,-1.33530866,93.48333421,0.59255468,0.96478969,-0.94123289,17.4239739,2.67952342,-10.24975299,-21.75967874,12.73710309,-0.94212536,0,9.85425337,-6.87886238,-6.47060423,-63.43794359,-9.96554042,-13.39133013,0,0,0,0
50.08,2.53209997,-1.3119996,93.4296384,0.5928362,0.96572395,-0.94086378,16.83449215,2.73396702,-10.31274618,-21.46329191,12.98298598,-0.74444314,0,10.70338566,-6.79383657,-6.49088535,-64.07211945,-9.26866352,-13.91853989,0,0,0,0
50.085,2.5129648,-1.27455954,93.35285177,0.59312594,0.96665534,-0.94047899,16.23164376,2.78326293,-10.34896196,-21.16640055,13.22410804,-0.58219082,0,11.51543766,-6.69819753,-6.53996917,-64.61472125,-8.5352642,-14.32886293,0,0,0,0
50.09,2.50163601,-1.27148986,93.29505373,0.59339834,0.9675501,-0.94006364,15.64854915,2.83047871,-10.42529162,-20.83012434,13.42764935,-0.35235646,0,12.36403627,-6.5956322,-6.54974879,-65.07990749,-7.82085676,-14.61002362,0,0,0,0
50.095,2.47682883,-1.25555588,93.21231158,0.59367237,0.96843021,-0.93963347,15.05836223,2.86701346,-10.48717658,-20.50362565,13.63391417,-0.13570019,0,13.17377714,-6.48205469,-6.59121538,-65.45389208,-7.08409994,-14.78335645,0,0,0,0
50.1,2.45284969,-1.24044871,93.12593822,0.59393956,0.96928579,-0.93918258,14.46428654,2.90595947,-10.54135631,-20.16283328,13.82502186,0.06990794,0,13.96985236,-6.36667345,-6.63250608,-65.74437756,-6.35407757,-14.85684756,0,0,0,0
50.105,2.42972209,-1.22874368,93.03423637,0.5942064,0.97011252,-0.93871128,13.87083932,2.94637479,-10.59511578,-19.81081383,14.00300281,0.27142749,0,14.75365593,-6.25168855,-6.67607274,-65.95265122,-5.62940144,-14.83239803,0,0,0,0
50.11,2.40847557,-1.21880179,92.93647759,0.59446937,0.97090514,-0.93822111,13.27790935,2.98811372,-10.65283872,-19.45110658,14.16849828,0.47393313,0,15.52150783,-6.13892726,-6.72381188,-66.07853328,-4.91002322,-14.72088475,0,0,0,0
50.115,2.39119167,-1.21053531,92.83716954,0.59472669,0.97166226,-0.93771142,12.68429883,3.03425619,-10.70919966,-19.08210856,14.32439577,0.67301543,0,16.27551321,-6.02940958,-6.76841077,-66.12567977,-4.20143713,-14.53388674,0,0,0,0
50.12,2.37826054,-1.20220885,92.73164974,0.59497799,0.97238299,-0.93718808,12.08932771,3.08392494,-10.77068583,-18.70637038,14.46911227,0.87508556,0,17.00962815,-5.92620933,-6.81746429,-66.09202851,-3.49894038,-14.28140217,0,0,0,0
50.125,2.37003403,-1.19158653,92.6207932,0.59522837,0.97306948,-0.93665032,11.49118168,3.13782468,-10.83717374,-18.32510852,14.60325237,1.08373498,0,17.72097154,-5.83000238,-6.86946293,-65.97825244,-2.80398483,-13.97792238,0,0,0,0
50.13,2.36734892,-1.18350622,92.50979285,0.59547147,0.97370872,-0.93609513,10.89500167,3.19728068,-10.90350414,-17.93847215,14.73321031,1.28331151,0,18.41694709,-5.73905446,-6.91623545,-65.78768167,-2.12045152,-13.64115748,0,0,0,0
50.135,2.37085242,-1.17069573,92.39166103,0.59571712,0.97431372,-0.93552973,10.29309981,3.2630494,-10.97340353,-17.54695431,14.85189082,1.4912829,0,19.08480443,-5.6585571,-6.9687801,-65.51705676,-1.44673035,-13.2786337,0,0,0,0
50.14,2.38112457,-1.15732714,92.27169199,0.59595913,0.97487266,-0.93494855,9.69186378,3.33469002,-11.04775468,-17.15435115,14.96459563,1.69471379,0,19.73141179,-5.58648403,-7.0185495,-65.16985276,-0.7813479,-12.90584917,0,0,0,0
50.145,2.39781582,-1.14127092,92.14703545,0.59619838,0.97539339,-0.93435602,9.08753185,3.41272816,-11.12121964,-16.75801986,15.07064422,1.90184686,0,20.3514274,-5.52289397,-7.06871163,-64.74292937,-0.1342484,-12.53568206,0,0,0,0
50.15,2.42109168,-1.12608153,92.02020368,0.59643475,0.97586369,-0.93374579,8.49088087,3.49574176,-11.20215757,-16.37122043,15.16151186,2.09311977,0,20.94839559,-5.46664386,-7.11749875,-64.23789028,0.51705714,-12.18923717,0,0,0,0
50.155,2.45258,-1.102497,91.89004266,0.59667029,0.97629965,-0.93313462,7.87508847,3.58935299,-11.27136119,-15.96411589,15.26480643,2.30804054,0,21.51496051,-5.42387243,-7.16555482,-63.65888932,1.10938051,-11.83559189,0,0,0,0
50.16,2.48925525,-1.07795221,91.75821312,0.59690783,0.97668642,-0.93250784,7.26584702,3.68601729,-11.34998995,-15.5692138,15.3543337,2.51308381,0,22.05437509,-5.38697696,-7.21102362,-63.00081294,1.699235,-11.52362408,0,0,0,0
50.165,2.53322352,-1.05318414,91.62515328,0.59713975,0.97702327,-0.93186672,6.65844859,3.78895631,-11.42653772,-15.17579014,15.43866579,2.7135174,0,22.56962589,-5.35806183,-7.25192304,-62.26757187,2.26255926,-11.24528919,0,0,0,0
50.17,2.5819283,-1.02261132,91.48840887,0.59736815,0.97731681,-0.93121802,6.04763012,3.89502412,-11.50270397,-14.78718359,15.51956229,2.91588844,0,23.05187431,-5.33515232,-7.2905099,-61.4578383,2.79917941,-11.00212556,0,0,0,0
50.175,2.6383124,-1.01154349,91.35232661,0.59758455,0.9775375,-0.93053954,5.46863528,4.00664767,-11.57206584,-14.41477497,15.57568822,3.08854834,0,23.53082638,-5.31632178,-7.32058164,-60.57259699,3.31134776,-10.82902736,0,0,0,0
50.18,2.69956924,-0.96582961,91.21775246,0.59781138,0.97774137,-0.92988865,4.83769157,4.1259155,-11.6335781,-14.02033134,15.67579428,3.29635013,0,23.94661684,-5.30985417,-7.34502707,-59.61835181,3.76479112,-10.62456406,0,0,0,0
50.185,2.76877223,-0.9398647,91.07736989,0.59802383,0.9778699,-0.92920382,4.24522262,4.24694806,-11.70443957,-13.65258979,15.72738032,3.47419196,0,24.35672167,-5.30737932,-7.36322337,-58.59144914,4.21375724,-10.4959114,0,0,0,0
50.19,2.83601483,-0.8985026,90.9431897,0.59822454,0.97796008,-0.9285291,3.63195277,4.36621794,-11.75267354,-13.28355634,15.83134857,3.67381187,0,24.72472107,-5.30359322,-7.37147585,-57.49438703,4.59783231,-10.35984637,0,0,0,0
50.195,2.91088562,-0.8657511,90.80438877,0.59842342,0.97798516,-0.92783469,3.03739362,4.48901664,-11.80594915,-12.92973492,15.90981939,3.85971548,0,25.07510156,-5.30768666,-7.37134557,-56.32995242,4.96182654,-10.25325513,0,0,0,0
50.2,2.98535133,-0.82935872,90.66234902,0.59861446,0.97795883,-0.92713874,2.44495693,4.60810622,-11.85260091,-12.58936763,15.99715146,4.04661941,0,25.3925503,-5.3130727,-7.36674947,-55.09864366,5.29704784,-10.14501421,0,0,0,0
50.205,3.06442607,-0.79756655,90.51976889,0.59879466,0.97787253,-0.92643387,1.86299353,4.72852568,-11.89092166,-12.26020339,16.08474814,4.22907647,0,25.68865585,-5.32466262,-7.35226479,-53.80484881,5.59616533,-10.02853423,0,0,0,0
50.21,3.14392559,-0.76576754,90.37482408,0.59896456,0.97773133,-0.92572883,1.28743426,4.84510771,-11.92203075,-11.94574721,16.17880242,4.41091513,0,25.95612539,-5.3400883,-7.33217768,-52.44997554,5.86863545,-9.8874674,0,0,0,0
50.215,3.22633169,-0.73513006,90.22912815,0.59912713,0.97753444,-0.92502048,0.71941225,4.96120767,-11.94778461,-11.6445662,16.27651297,4.59043972,0,26.19651415,-5.36284035,-7.30569357,-51.03628916,6.11188641,-9.71112676,0,0,0,0
50.22,3.3106387,-0.70164771,90.08320797,0.59928207,0.97728931,-0.92432217,0.15303413,5.07517971,-11.96807341,-11.35644984,16.37703716,4.76969846,0,26.40562208,-5.3924753,-7.27185734,-49.56826897,6.33120858,-9.48697291,0,0,0,0
50.225,3.39766925,-0.67125177,89.93779689,0.59943308,0.97698946,-0.92363114,-0.40629044,5.18952218,-11.98183434,-11.07724713,16.48233166,4.94504246,0,26.58968816,-5.42962997,-7.22882596,-48.04830876,6.52544247,-9.21108926,0,0,0,0
50.23,3.48863312,-0.63531342,89.79282978,0.59957914,0.9766452,-0.92295685,-0.96725778,5.30435837,-11.98827291,-10.81108338,16.58717604,5.12009974,0,26.73939968,-5.47439792,-7.17151438,-46.48070132,6.70366044,-8.87521705,0,0,0,0
50.235,3.58128101,-0.59871935,89.65008484,0.59971446,0.97625419,-0.92230523,-1.52729238,5.41788423,-11.98878988,-10.55194151,16.69067099,5.29010677,0,26.85987235,-5.52532163,-7.10415571,-44.86884361,6.86156539,-8.47999755,0,0,0,0
50.24,3.67771095,-0.55770191,89.50896065,0.5998435,0.97582164,-0.92167536,-2.08965601,5.53256335,-11.98078088,-10.30213484,16.79442753,5.45450927,0,26.94832162,-5.58316477,-7.01971249,-43.2177619,6.99895939,-8.02544869,0,0,0,0
50.245,3.7775161,-0.51295314,89.37079313,0.59996015,0.97534906,-0.92107086,-2.65451526,5.64767303,-11.96552424,-10.06017482,16.89639811,5.61290872,0,27.00610659,-5.6465107,-6.91638353,-41.53199661,7.11870726,-7.51845205,0,0,0,0
50.25,3.87994425,-0.46324719,89.23671532,0.60006319,0.97483863,-0.9204944,-3.2237095,5.76260875,-11.94411969,-9.82551266,16.99709809,5.76457625,0,27.03288241,-5.71417982,-6.7916963,-39.81670469,7.21964052,-6.96600973,0,0,0,0
50.255,3.98384384,-0.41010163,89.10894119,0.60014112,0.97429073,-0.91995062,-3.79734977,5.87587826,-11.9171399,-9.59550332,17.10247836,5.90865302,0,27.03203475,-5.78359408,-6.6454262,-38.07797973,7.29825317,-6.38236153,0,0,0,0
50.26,4.08859658,-0.35222069,88.98551372,0.60020588,0.97371033,-0.91943912,-4.37575168,5.98698331,-11.88406644,-9.37196041,17.20652379,6.04740514,0,27.00243942,-5.85576913,-6.47653861,-36.32066394,7.36017346,-5.77507065,0,0,0,0
50.265,4.19643811,-0.28912546,88.8661138,0.60024635,0.97309885,-0.91895564,-4.95719097,6.0972736,-11.84553184,-9.15923322,17.31391495,6.17888555,0,26.94675452,-5.93263901,-6.28705619,-34.55326562,7.40308256,-5.15981353,0,0,0,0
50.27,4.3036115,-0.22397735,88.7516585,0.60027372,0.97245555,-0.9185043,-5.54061141,6.20397035,-11.79955446,-8.95310017,17.42566908,6.30391361,0,26.86963978,-6.01209633,-6.07870682,-32.78197962,7.42770211,-4.54775985,0,0,0,0
50.275,4.40989117,-0.15384657,88.64127914,0.60028832,0.97179072,-0.91807601,-6.122334,6.30524981,-11.7576517,-8.76537294,17.53784574,6.4155719,0,26.76942849,-6.09434537,-5.85313969,-31.01152331,7.42046309,-3.95288603,0,0,0,0
50.28,4.5167791,-0.08640093,88.53442807,0.60028702,0.97108337,-0.91768972,-6.70839287,6.40548685,-11.68685206,-8.57151189,17.66153873,6.53618909,0,26.65963206,-6.18421573,-5.6234976,-29.26076008,7.43114707,-3.37739951,0,0,0,0
50.285,4.62213069,-0.01683085,88.43047995,0.60027577,0.97035607,-0.91732239,-7.28771741,6.49932241,-11.61847543,-8.39887848,17.78387085,6.6419571,0,26.5353285,-6.27940713,-5.38995831,-27.52890433,7.41685815,-2.83202875,0,0,0,0
50.29,4.72557826,0.05171859,88.32932925,0.60025183,0.96960227,-0.9169796,-7.86072471,6.58674869,-11.54377343,-8.24086617,17.90926432,6.74347393,0,26.40361651,-6.38066232,-5.16122818,-25.82864239,7.3958655,-2.32130372,0,0,0,0
50.295,4.82625743,0.11931751,88.23060284,0.60021286,0.9688256,-0.91665765,-8.4248545,6.66592749,-11.46560589,-8.10207258,18.03848229,6.84419379,0,26.26698733,-6.48787197,-4.94592723,-24.16883514,7.37107321,-1.84837779,0,0,0,0
50.3,4.92446299,0.18612188,88.13198639,0.60015937,0.96803083,-0.91635199,-8.97500261,6.73538295,-11.38847367,-7.99164886,18.16880303,6.94442542,0,26.12750475,-6.60230465,-4.7545122,-22.55843182,7.34422961,-1.41196183,0,0,0,0
50.305,5.01816751,0.24478117,88.03722665,0.60008453,0.96720571,-0.91606627,-9.51136491,6.79504324,-11.30462551,-7.89432399,18.30688489,7.05371265,0,25.99833535,-6.72081283,-4.59369387,-21.01139713,7.32708909,-1.0002468,0,0,0,0
50.31,5.10344513,0.29527437,87.93988335,0.59998857,0.96636419,-0.9157907,-10.01893804,6.83634346,-11.22478626,-7.83627442,18.44154692,7.16517403,0,25.87666964,-6.84018246,-4.47620774,-19.52884158,7.31368819,-0.6201673,0,0,0,0
50.315,5.18847685,0.34611547,87.84722886,0.59987198,0.96550719,-0.91552823,-10.51510788,6.87091385,-11.14761773,-7.80325601,18.58354487,7.29073048,0,25.76360503,-6.9670313,-4.40514074,-18.13250298,7.30961892,-0.24843431,0,0,0,0
50.32,5.27609872,0.39186198,87.76509679,0.59973618,0.96463292,-0.91527742,-10.99114062,6.90199478,-11.09587443,-7.79917125,18.71727368,7.44687346,0,25.67161423,-7.10536924,-4.40309816,-16.83780353,7.31649371,0.16456744,0,0,0,0
50.325,5.34959586,0.43442649,87.66912353,0.59956909,0.96375465,-0.91502957,-11.43465639,6.90332745,-11.03311481,-7.85168553,18.87101561,7.61236886,0,25.58216249,-7.23420127,-4.45079301,-15.63008195,7.33321885,0.52368991,0,0,0,0
50.33,5.41388405,0.46914894,87.57576944,0.59936338,0.96286616,-0.91479909,-11.8494143,6.88505337,-10.97950571,-7.94371006,19.02117179,7.7966909,0,25.50909024,-7.3560071,-4.55985986,-14.52658167,7.35843308,0.88381618,0,0,0,0
50.335,5.47371433,0.47822015,87.48271355,0.59913936,0.96195558,-0.91456266,-12.20197295,6.84472232,-11.01046368,-8.09851505,19.15190374,8.10741821,0,25.48459917,-7.48888511,-4.80634653,-13.55365386,7.38939807,1.37338704,0,0,0,0
50.34,5.51889824,0.50033478,87.3966337,0.59886543,0.96105856,-0.91435862,-12.56507936,6.78691942,-10.98308093,-8.26142716,19.29484886,8.36776981,0,25.44304082,-7.58887032,-5.00711833,-12.67559352,7.40993728,1.70992277,0,0,0,0
50.345,5.55655558,0.51019148,87.30258594,0.59856551,0.96015334,-0.91414714,-12.87349815,6.70472385,-10.97671548,-8.50182655,19.43910272,8.66255733,0,25.42679554,-7.6876296,-5.28592821,-11.9260751,7.4440707,2.07710643,0,0,0,0
50.35,5.57430256,0.53181063,87.21915531,0.59820475,0.95926297,-0.91395557,-13.16843978,6.59720211,-10.93750543,-8.79069569,19.58519725,8.87092805,0,25.39811815,-7.74955927,-5.52738649,-11.28384138,7.48008032,2.33122113,0,0,0,0
50.355,5.59426378,0.51788142,87.12143519,0.59783405,0.95835203,-0.91375709,-13.39532006,6.47179118,-10.94082361,-9.13235675,19.70511956,9.2274039,0,25.42507475,-7.82833194,-5.87068785,-10.78709,7.504762,2.65465617,0,0,0,0
50.36,5.60416623,0.49038921,87.03432101,0.59741213,0.95743421,-0.91356095,-13.59292707,6.34878749,-10.78359493,-9.49774203,19.81557289,9.31477492,0,25.45808325,-7.8688138,-6.04638201,-10.38235412,7.48972479,2.66427264,0,0,0,0
50.365,5.58080106,0.52494323,86.95537727,0.59693477,0.95659679,-0.91343812,-13.82046767,6.1562249,-10.82479974,-9.93723926,19.92628742,9.71015602,0,25.43956262,-7.88615579,-6.38598568,-10.12575583,7.50828935,2.90590479,0,0,0,0
50.37,5.56287019,0.49930817,86.87574686,0.59643558,0.95571511,-0.91328536,-13.96930276,5.98957867,-10.64835911,-10.39334563,19.99442929,9.78301324,0,25.48396287,-7.89120606,-6.56119398,-9.97210205,7.46441646,2.82774398,0,0,0,0
50.375,5.5161184,0.49754632,86.80433968,0.59586246,0.95487313,-0.91317873,-14.08925387,5.75171213,-10.70493856,-10.95620862,20.08098754,10.1996236,0,25.50336939,-7.85971844,-6.73899788,-9.93143139,7.4023702,2.71535249,0,0,0,0
50.38,5.47609013,0.49712002,86.73464422,0.5952993,0.9540695,-0.91310306,-14.23184529,5.55397487,-10.48894268,-11.4719346,20.0933126,10.24365473,0,25.52881954,-7.83568519,-6.89907915,-10.01236456,7.32594279,2.56151319,0,0,0,0
50.385,5.41653936,0.49770379,86.6713047,0.59469226,0.95329816,-0.91306557,-14.34922837,5.32948018,-10.28252837,-12.03504497,20.08888896,10.29791479,0,25.55346949,-7.78581538,-7.04120857,-10.1949192,7.20254232,2.33927383,0,0,0,0
50.39,5.34705861,0.464898,86.63362012,0.59399497,0.95250466,-0.9130357,-14.38432157,5.07556022,-10.22743875,-12.68318824,20.07212776,10.53870974,0,25.60301178,-7.68095859,-6.88303622,-10.43819629,6.98651428,1.64875065,0,0,0,0
50.395,5.25434011,0.49463492,86.58319181,0.59332463,0.95184343,-0.91310314,-14.4974416,4.81292337,-10.00144087,-13.30872675,19.98904022,10.55797593,0,25.59753365,-7.59022346,-7.02464736,-10.80817056,6.79597093,1.3933541,0,0,0,0
50.4,5.16694958,0.44944007,86.571007,0.59254986,0.9511177,-0.91314277,-14.48315942,4.55317779,-9.87066706,-14.01603805,19.88977105,10.65095563,0,25.66000201,-7.4434667,-6.76086778,-11.20744329,6.46172348,0.54274968,0,0,0,0
50.405,5.04563681,0.46622333,86.55277295,0.59177007,0.95051979,-0.91328539,-14.53460069,4.26073191,-9.68251494,-14.72381538,19.73924488,10.67712347,0,25.65295811,-7.27318442,-6.62465407,-11.68440591,6.12489436,-0.14393849,0,0,0,0
50.41,4.92303915,0.46119491,86.54243588,0.59096466,0.94994732,-0.91344917,-14.53666348,3.97401993,-9.46565287,-15.4731989,19.53589292,10.64681967,0,25.67842631,-7.09893621,-6.4886898,-12.23348952,5.74675148,-0.81540327,0,0,0,0
50.415,4.78371114,0.46871278,86.54671694,0.59012997,0.94945578,-0.91366502,-14.53142978,3.67680732,-9.24595609,-16.25469932,19.26269558,10.57224374,0,25.67944031,-6.89296395,-6.3066247,-12.80810873,5.30411827,-1.54551844,0,0,0,0
50.42,4.62709075,0.46849951,86.5575463,0.58926557,0.94900816,-0.9139203,-14.49034572,3.36729286,-9.01716122,-17.08170272,18.94570683,10.45672381,0,25.69221257,-6.66456861,-6.12791124,-13.43004852,4.84810452,-2.24563173,0,0,0,0
50.425,4.45510351,0.47350822,86.58215812,0.5883669,0.94863489,-0.91421336,-14.42542869,3.04870845,-8.79559055,-17.95529196,18.56199429,10.29705269,0,25.69352598,-6.40982656,-5.93310512,-14.06882837,4.36160741,-2.93393796,0,0,0,0
50.43,4.26735859,0.48352893,86.62767649,0.58743912,0.94833928,-0.91454569,-14.33805563,2.72348601,-8.59612292,-18.87258684,18.10735986,10.09499636,0,25.6828838,-6.12653955,-5.71484741,-14.71434532,3.85102919,-3.59437415,0,0,0,0
50.435,4.0686016,0.48244619,86.66448683,0.58650395,0.94808543,-0.9148899,-14.19215185,2.38739162,-8.38711867,-19.866375,17.60908866,9.86710019,0,25.68591756,-5.83493403,-5.51326564,-15.38897055,3.39782459,-4.19915046,0,0,0,0
50.44,3.85095313,0.48925513,86.71927772,0.58553628,0.94791765,-0.91526362,-14.0200543,2.03871844,-8.21136016,-20.91332278,17.03745092,9.60014121,0,25.66558969,-5.51037542,-5.28151126,-16.0469609,2.94638787,-4.76791349,0,0,0,0
50.445,3.61539361,0.49643325,86.75884696,0.58456797,0.94780394,-0.91565101,-13.8019001,1.66704305,-8.04380166,-22.0341394,16.43035483,9.32197567,0,25.64761507,-5.17841931,-5.11715162,-16.73268834,2.5683697,-5.25215944,0,0,0,0
50.45,3.37891432,0.49295889,86.83332549,0.58355496,0.94775659,-0.91603854,-13.52960555,1.30436756,-7.93834462,-23.21992091,15.71990677,9.00160759,0,25.60961013,-4.81154919,-4.81214715,-17.35738498,2.20046494,-5.77572269,0,0,0,0
50.455,3.12226756,0.49482689,86.8906314,0.58254125,0.94776867,-0.91643115,-13.21525422,0.91166395,-7.85515055,-24.47722725,14.96963594,8.6800563,0,25.55975194,-4.43454313,-4.57592174,-17.99079951,1.91576381,-6.20991424,0,0,0,0
50.46,2.85264845,0.50092513,86.93038688,0.58153139,0.94783333,-0.91680962,-12.85394569,0.4969115,-7.79083142,-25.8102744,14.18089013,8.34146569,0,25.49661976,-4.05584936,-4.40886563,-18.62323481,1.7074504,-6.56113216,0,0,0,0
50.465,2.58269503,0.48898427,86.97458512,0.58050594,0.94793749,-0.91715969,-12.42288971,0.07902282,-7.76637687,-27.21222123,13.31736528,7.98081668,0,25.4238923,-3.66257427,-4.18333239,-19.20708137,1.55768643,-6.91719573,0,0,0,0
50.47,2.30840973,0.47761915,87.02760682,0.5794699,0.94809729,-0.91749352,-11.95390237,-0.34682008,-7.79043365,-28.66136283,12.38431703,7.59758879,0,25.32433465,-3.25143212,-3.91691753,-19.74823354,1.46419263,-7.26998082,0,0,0,0
50.475,2.02159112,0.46549662,87.02248005,0.57849136,0.94828644,-0.91776692,-11.41696998,-0.80282839,-7.77822741,-30.19695166,11.44466288,7.18553953,0,25.20993841,-2.86318897,-3.79633612,-20.27932232,1.47656776,-7.50522508,0,0,0,0
50.48,1.73519137,0.43822277,87.0063927,0.57752937,0.9485021,-0.91797564,-10.81598711,-1.26217894,-7.77580127,-31.78172622,10.45381207,6.72543629,0,25.08895706,-2.47440967,-3.67011558,-20.77057769,1.5442272,-7.72270359,0,0,0,0
50.485,1.4480181,0.40064265,86.95988908,0.57662811,0.94874075,-0.91811235,-10.1511197,-1.72753007,-7.75772298,-33.41933643,9.43081592,6.21517651,0,24.95394593,-2.09748342,-3.58062602,-21.2215094,1.68105143,-7.91022026,0,0,0,0
50.49,1.16472611,0.34459319,86.87841051,0.57579454,0.9489913,-0.91815279,-9.41176604,-2.19088254,-7.70999305,-35.10412836,8.37933988,5.64457917,0,24.81537866,-1.73886259,-3.52772157,-21.63200593,1.87996944,-8.06643587,0,0,0,0
50.495,0.87364806,0.28430938,86.73916152,0.57503668,0.9492519,-0.91808059,-8.60585188,-2.66936082,-7.60459789,-36.8415415,7.32959294,5.02042032,0,24.66390019,-1.39885619,-3.56032381,-22.01363756,2.13640044,-8.18514551,0,0,0,0
50.5,0.58575067,0.19826168,86.55553733,0.57438536,0.94950758,-0.91788606,-7.71619084,-3.13699136,-7.44395734,-38.61365456,6.26239711,4.32801811,0,24.5193143,-1.08433965,-3.64359251,-22.35522332,2.44501941,-8.26915507,0,0,0,0
50.505,0.31535971,0.07244518,86.33124898,0.57385815,0.94973828,-0.91753638,-6.72623597,-3.57203954,-7.23283741,-40.41664029,5.18046377,3.53907689,0,24.40349865,-0.81559307,-3.78832973,-22.66298912,2.78829975,-8.30418768,0,0,0,0
50.51,0.01878086,-0.03370788,86.01080374,0.57344947,0.94998318,-0.91705101,-5.68610707,-4.0362044,-6.91088347,-42.26309871,4.16363428,2.75010659,0,24.24094648,-0.55726301,-4.04541997,-22.9257135,3.18724851,-8.33870666,0,0,0,0
50.515,-0.25710613,-0.19765554,85.67283656,0.57316319,0.9501758,-0.91639627,-4.53585362,-4.44633716,-6.55550014,-44.11400917,3.12015849,1.84628804,0,24.14531375,-0.34778438,-4.36047382,-23.18033652,3.58836892,-8.29279769,0,0,0,0
50.52,-0.552057,-0.35087194,85.24585785,0.57300304,0.95037133,-0.91560367,-3.33209273,-4.85967674,-6.0831884,-45.98623533,2.16339025,0.95271948,0,24.00851551,-0.15151372,-4.76220354,-23.37707989,4.03454365,-8.25350141,0,0,0,0
50.525,-0.84395545,-0.52042541,84.80138225,0.57293695,0.95054357,-0.91468212,-2.07213919,-5.24029234,-5.5885161,-47.84524453,1.23249439,0.00703207,0,23.89273567,0.01906532,-5.22675345,-23.56499913,4.47974112,-8.16247256,0,0,0,0
