Header,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation
54.645,-0.55873288,1.23738459,88.78463417,0.57573054,0.95269022,-0.86651797,-9.02595962,-4.13003831,-6.17756961,-39.35884755,2.51562418,3.58254393,0,22.02839327,1.37785674,0.37401436,-21.40976995,3.01645606,-6.8862206,0,0,0,0
54.65,-0.82023215,1.23376008,88.77422911,0.57490043,0.95289627,-0.8668359,-8.25884113,-4.5188565,-6.10090903,-41.0481402,1.24362133,2.825002,0,21.82931213,1.72681696,0.39327781,-21.84837272,3.44559856,-6.91961778,0,0,0,0
54.655,-1.07915701,1.2290459,88.74780779,0.5740965,0.95314396,-0.8671059,-7.45491807,-4.90169406,-6.00929884,-42.74064857,-0.01997286,2.00459881,0,21.60009584,2.06299129,0.37644411,-22.23129621,3.90896451,-6.91776521,0,0,0,0
54.66,-1.32900702,1.21845168,88.71117367,0.57333344,0.95342567,-0.86733308,-6.61375473,-5.26875928,-5.90969009,-44.42537288,-1.26573885,1.12463533,0,21.34743009,2.38044191,0.33130238,-22.56002702,4.401327,-6.88884999,0,0,0,0
54.665,-1.56053141,1.19583301,88.6690139,0.57260056,0.95373087,-0.86750635,-5.73257109,-5.6075941,-5.80416948,-46.09279906,-2.47720203,0.18604394,0,21.08852718,2.67073407,0.25619858,-22.85198374,4.91005674,-6.83416968,0,0,0,0
54.67,-1.78523482,1.1718632,88.61163011,0.57190803,0.95407475,-0.867637,-4.82253545,-5.93230465,-5.68317441,-47.74100598,-3.61625224,-0.78118549,0,20.79719225,2.94558488,0.15920392,-23.08067994,5.43064072,-6.75822308,0,0,0,0
54.675,-1.99823663,1.13737322,88.5452079,0.57126162,0.95444967,-0.86772426,-3.87859385,-6.23346641,-5.55134269,-49.36062366,-4.6671047,-1.77572864,0,20.48635527,3.20133374,0.04822319,-23.24983664,5.95168552,-6.65888226,0,0,0,0
54.68,-2.20575326,1.12024911,88.44840964,0.57066304,0.95487069,-0.86777192,-2.92805655,-6.52079717,-5.38464571,-50.95096489,-5.58648246,-2.77226563,0,20.12984248,3.44367606,-0.09190267,-23.36839665,6.46952173,-6.60167777,0,0,0,0
54.685,-2.39286905,1.08684184,88.35646219,0.57010252,0.95531321,-0.86777892,-1.94710439,-6.77286966,-5.22531437,-52.49680677,-6.38173857,-3.77312386,0,19.76730288,3.66207591,-0.23144638,-23.43879678,6.97724535,-6.51328963,0,0,0,0
54.69,-2.56554408,1.05289372,88.25697287,0.56959341,0.95578882,-0.8677469,-0.95233591,-6.99518253,-5.05838187,-53.99558395,-7.01959901,-4.75694911,0,19.38197652,3.86080112,-0.38144205,-23.46199152,7.47182604,-6.4187056,0,0,0,0
54.695,-2.72193538,1.02125615,88.15260197,0.56912199,0.9562986,-0.86767632,0.0498661,-7.18802889,-4.88939523,-55.44180559,-7.48475739,-5.71028208,0,18.97405443,4.04056807,-0.53564446,-23.44340006,7.9488725,-6.32614512,0,0,0,0
54.7,-2.86036457,0.98075059,88.05773258,0.56868733,0.95682761,-0.86758009,1.06359933,-7.34635079,-4.73307672,-56.82880898,-7.7610993,-6.62532191,0,18.55780454,4.19961916,-0.6901502,-23.38792161,8.41324785,-6.19883028,0,0,0,0
54.705,-2.98186166,0.96111274,87.94391117,0.56829061,0.95741323,-0.86744639,2.06340799,-7.47606252,-4.56019513,-58.1523333,-7.86542036,-7.47241305,0,18.09740082,4.34314114,-0.83872208,-23.2888913,8.85475379,-6.13582154,0,0,0,0
54.71,-3.08271596,0.93119298,87.84683917,0.56792146,0.95800852,-0.86728094,3.0703452,-7.56998844,-4.41137027,-59.40796022,-7.77505211,-8.26323335,0,17.63775882,4.46539686,-0.9787633,-23.16564088,9.27610866,-6.04399615,0,0,0,0
54.715,-3.16463325,0.90471376,87.7556441,0.56757877,0.95863307,-0.86708534,4.07030259,-7.63088849,-4.27240848,-60.59032066,-7.51161533,-8.97795853,0,17.16125094,4.56935248,-1.10952457,-23.01376244,9.67650976,-5.94726945,0,0,0,0
54.72,-3.22781989,0.8823358,87.67232263,0.56725391,0.95928424,-0.86686395,5.05943095,-7.66287482,-4.15001347,-61.69452426,-7.08989187,-9.60834868,0,16.66752879,4.65645531,-1.22913676,-22.8344434,10.05708122,-5.8573964,0,0,0,0
54.725,-3.28760375,0.88999346,87.59385893,0.5669422,0.95999014,-0.86664009,6.00718394,-7.68693099,-4.04249284,-62.71677188,-6.52777725,-10.14839829,0,16.12155275,4.74650437,-1.3296042,-22.61507439,10.40228085,-5.79427426,0,0,0,0
54.73,-3.31315718,0.86754967,87.53017248,0.56664538,0.96067555,-0.86636162,6.97898341,-7.66207619,-3.95626232,-63.65649048,-5.84659396,-10.60765828,0,15.60972198,4.80068709,-1.41579587,-22.39379459,10.74277567,-5.71898598,0,0,0,0
54.735,-3.3188319,0.84513116,87.48049325,0.56637072,0.96137113,-0.86605648,7.93754739,-7.60925962,-3.89624885,-64.50848943,-5.06462734,-10.9792473,0,15.09427677,4.83519247,-1.49024096,-22.16303729,11.06923295,-5.63769267,0,0,0,0
54.74,-3.30770193,0.81955305,87.44216976,0.5661037,0.96207042,-0.86572299,8.88670458,-7.53428351,-3.85847336,-65.27232714,-4.20380543,-11.25911012,0,14.57743753,4.85351809,-1.55346674,-21.91945542,11.37791566,-5.55119408,0,0,0,0
54.745,-3.28471106,0.7935927,87.41475111,0.56584367,0.96277112,-0.86536465,9.82173334,-7.44412714,-3.84303071,-65.94638499,-3.28259647,-11.45234325,0,14.05733358,4.86065974,-1.6110916,-21.6645227,11.66981208,-5.46869138,0,0,0,0
54.75,-3.25158427,0.76747927,87.39332171,0.56559757,0.96346971,-0.86497902,10.74308379,-7.33933501,-3.84333531,-66.53151722,-2.32474996,-11.56223342,0,13.53211083,4.85907668,-1.65483172,-21.39556456,11.94458237,-5.38948989,0,0,0,0
54.755,-3.21018641,0.73415375,87.38448198,0.56534797,0.96415474,-0.86456464,11.65583161,-7.22744109,-3.86917553,-67.02656722,-1.33617486,-11.58541865,0,13.01333879,4.84974792,-1.69328069,-21.11861446,12.1976286,-5.3080258,0,0,0,0
54.76,-3.16208129,0.70129389,87.37714829,0.56510311,0.9648281,-0.86412486,12.55389825,-7.10571271,-3.90356432,-67.4330808,-0.3434836,-11.54026412,0,12.49027148,4.83482572,-1.72626876,-20.83061566,12.44169411,-5.23999725,0,0,0,0
54.765,-3.10990068,0.66373225,87.38176733,0.56485689,0.96548402,-0.86366261,13.43732428,-6.98172774,-3.96103158,-67.74817841,0.65188818,-11.42879262,0,11.97000692,4.81702624,-1.75145185,-20.53329004,12.66488647,-5.17364467,0,0,0,0
54.77,-3.05651426,0.62317277,87.39346379,0.56460666,0.96612014,-0.86317881,14.30515221,-6.85829013,-4.03438722,-67.97351597,1.6377576,-11.26025636,0,11.45077814,4.79922383,-1.77294604,-20.22692613,12.8694656,-5.11234108,0,0,0,0
54.775,-3.00223353,0.58059393,87.41152769,0.5643562,0.96673498,-0.8626765,15.15479677,-6.734698,-4.12088981,-68.10816417,2.60232969,-11.05208974,0,10.93096613,4.78149532,-1.79033249,-19.9111035,13.05958999,-5.05733048,0,0,0,0
54.78,-2.94890165,0.53639599,87.43608621,0.56410549,0.96732715,-0.86215788,15.98437964,-6.61320538,-4.21974628,-68.15194128,3.53914891,-10.81547096,0,10.41032337,4.76553103,-1.80484904,-19.58626636,13.23486772,-5.00737806,0,0,0,0
54.785,-2.896299,0.49156099,87.46605834,0.56385712,0.96789661,-0.86162521,16.79151587,-6.49283741,-4.32888578,-68.1043765,4.4412318,-10.56692028,0,9.88772241,4.75069656,-1.81730299,-19.2530971,13.39747073,-4.96150964,0,0,0,0
54.79,-2.84926969,0.44683365,87.50319145,0.56360515,0.96844206,-0.86108396,17.57385485,-6.38055258,-4.44897827,-67.96604761,5.30627593,-10.31435632,0,9.36143745,4.74228483,-1.82887673,-18.90943238,13.54270999,-4.91798008,0,0,0,0
54.795,-2.80740702,0.40447877,87.54556256,0.56335583,0.96896527,-0.86053494,18.32850118,-6.27525396,-4.57800687,-67.73754255,6.12872505,-10.07260873,0,8.82890796,4.73915766,-1.84068756,-18.55568652,13.67228783,-4.87577035,0,0,0,0
54.8,-2.76855246,0.36322474,87.59199556,0.56311168,0.96946467,-0.85997927,19.05498938,-6.17275331,-4.71292146,-67.41687755,6.9031183,-9.85471252,0,8.29178426,4.73879827,-1.85522078,-18.1937752,13.79319371,-4.83457681,0,0,0,0
54.805,-2.73487995,0.32450251,87.64307418,0.56287143,0.96993875,-0.85942008,19.75137847,-6.07736378,-4.85536369,-67.006512,7.63025381,-9.66790316,0,7.74926385,4.74303268,-1.87616157,-17.82427045,13.90170816,-4.79358854,0,0,0,0
54.81,-2.70981632,0.29042707,87.69782399,0.56263626,0.97039033,-0.85886108,20.4151915,-5.99390339,-5.00475675,-66.50731149,8.30434593,-9.51847285,0,7.19652253,4.75601031,-1.90211259,-17.44311359,13.99584079,-4.75184641,0,0,0,0
54.815,-2.68957657,0.25955826,87.75644762,0.56239809,0.97081649,-0.8582998,21.04587827,-5.91751389,-5.1600244,-65.9174267,8.92413258,-9.41833905,0,6.63748706,4.77413403,-1.9357669,-17.05452354,14.07770376,-4.71232517,0,0,0,0
54.82,-2.67296987,0.23026062,87.81697403,0.5621709,0.97121965,-0.85774626,21.64416081,-5.84670098,-5.32047162,-65.23753427,9.48710143,-9.36330989,0,6.07281392,4.79490997,-1.97624118,-16.65827657,14.15150801,-4.67304493,0,0,0,0
54.825,-2.65833036,0.1778875,87.883163,0.56196106,0.97156737,-0.85717026,22.23807562,-5.77464265,-5.48728066,-64.46908567,9.99161562,-9.38941325,0,5.53983623,4.81360892,-2.03633416,-16.27051898,14.20262501,-4.63434182,0,0,0,0
54.83,-2.65263578,0.17092434,87.94744328,0.5617409,0.97193984,-0.85663558,22.74983098,-5.72468669,-5.66039153,-63.61361042,10.43568214,-9.40329385,0,4.93726969,4.84723844,-2.08313242,-15.84867288,14.26626647,-4.59011779,0,0,0,0
54.835,-2.65073558,0.11723879,88.01913493,0.56153142,0.97222693,-0.85606618,23.2838171,-5.67805413,-5.84291403,-62.67555811,10.83451363,-9.48316908,0,4.40079356,4.87920815,-2.158697,-15.44990522,14.29242279,-4.55538998,0,0,0,0
54.84,-2.649939,0.10389097,88.08806675,0.56134366,0.97253448,-0.85553508,23.73855625,-5.63368454,-6.02459162,-61.65004143,11.16322532,-9.58856231,0,3.80245187,4.91569618,-2.21455265,-15.02176308,14.33782826,-4.51269964,0,0,0,0
54.845,-2.65334474,0.07093057,88.16203755,0.56115224,0.97278854,-0.854987,24.18413245,-5.60050467,-6.21799508,-60.54464726,11.45359632,-9.71395321,0,3.23223017,4.9544371,-2.288532,-14.60329471,14.35805252,-4.47634405,0,0,0,0
54.85,-2.65864524,0.03547692,88.23905323,0.56097285,0.97300863,-0.85444164,24.59949539,-5.57276361,-6.41845763,-59.35934443,11.69804685,-9.85169315,0,2.66530874,4.9939299,-2.36752188,-14.18584373,14.36918332,-4.43773083,0,0,0,0
54.855,-2.66556181,-0.00205414,88.31841669,0.56080264,0.97319405,-0.85389831,24.98450388,-5.5509548,-6.62598816,-58.0966602,11.9013111,-9.99023159,0,2.10156595,5.03408852,-2.45157455,-13.77011114,14.37197047,-4.39643347,0,0,0,0
54.86,-2.67226275,-0.04374519,88.40053265,0.5606422,0.97334288,-0.85335631,25.34090561,-5.53388429,-6.84260976,-56.7581398,12.06375123,-10.11491843,0,1.54417424,5.07262112,-2.53886127,-13.35799957,14.36753853,-4.35111549,0,0,0,0
54.865,-2.68132026,-0.08374809,88.48416607,0.5604932,0.97345657,-0.85282054,25.66263066,-5.52213804,-7.0634867,-55.34735387,12.19660504,-10.22336034,0,0.98662032,5.11233152,-2.63103068,-12.94951164,14.35599136,-4.30025239,0,0,0,0
54.87,-2.68916326,-0.12761009,88.57079709,0.5603504,0.97352959,-0.852289,25.95526049,-5.51487273,-7.29542652,-53.86618168,12.2938168,-10.29685334,0,0.43680295,5.14907568,-2.72612599,-12.54844142,14.34015552,-4.24468669,0,0,0,0
54.875,-2.69765656,-0.17005433,88.65966634,0.56022157,0.9735662,-0.85176674,26.21281713,-5.51079693,-7.53306543,-52.31729441,12.36294939,-10.33352566,0,-0.11159859,5.18464959,-2.82317589,-12.15420201,14.31936466,-4.18138616,0,0,0,0
54.88,-2.70858485,-0.20771233,88.75021319,0.56010183,0.97356617,-0.85125669,26.43262199,-5.51218029,-7.77596855,-50.70559609,12.41031185,-10.32852804,0,-0.66257173,5.22067296,-2.92449612,-11.76627275,14.29327408,-4.10824484,0,0,0,0
54.885,-2.71589426,-0.25064299,88.84528566,0.55999228,0.97352331,-0.85075311,26.62431029,-5.51390543,-8.03160421,-49.03185508,12.42465744,-10.26358767,0,-1.20184587,5.25066665,-3.02065868,-11.39126576,14.26567266,-4.03051073,0,0,0,0
54.89,-2.72313431,-0.29416344,88.94465299,0.55989576,0.97343633,-0.85026205,26.78486751,-5.52138986,-8.30428423,-47.30378743,12.41242663,-10.14516545,0,-1.73455384,5.27731537,-3.122049,-11.02929116,14.23779939,-3.95490864,0,0,0,0
54.895,-2.74018632,-0.31745168,89.04256259,0.55980381,0.97332775,-0.849792,26.89331,-5.5362305,-8.56830001,-45.52682317,12.40102667,-9.97159038,0,-2.29004348,5.31272838,-3.22233906,-10.66690688,14.19307523,-3.85016937,0,0,0,0
54.9,-2.74246525,-0.36440815,89.15242162,0.55972012,0.97315209,-0.84932104,26.99344956,-5.54272208,-8.86091902,-43.69877984,12.33864494,-9.73302458,0,-2.80522548,5.32889838,-3.2978449,-10.33605074,14.17943767,-3.76089197,0,0,0,0
54.905,-2.76436077,-0.37471706,89.25688756,0.55964828,0.9729683,-0.8488882,27.02971338,-5.5698113,-9.15369554,-41.84091534,12.29220068,-9.42571164,0,-3.36187099,5.36315583,-3.39677945,-10.00373195,14.1321952,-3.64548036,0,0,0,0
54.91,-2.77172469,-0.41247674,89.37489364,0.55959467,0.97271088,-0.84845542,27.06306036,-5.58329193,-9.47067542,-39.94217607,12.21005845,-9.07619989,0,-3.87726296,5.37721774,-3.45378308,-9.69704229,14.12535484,-3.54073486,0,0,0,0
54.915,-2.79612328,-0.41491273,89.48852351,0.55953738,0.97244769,-0.84806071,27.03608612,-5.61815636,-9.79853022,-38.02526068,12.13935608,-8.64138581,0,-4.42494998,5.40675065,-3.53540414,-9.40434572,14.08397301,-3.42226076,0,0,0,0
54.92,-2.80654159,-0.44290868,89.6121206,0.55950725,0.97211052,-0.8476741,27.0094216,-5.63362771,-10.14103338,-36.08350176,12.03475615,-8.18412914,0,-4.93604158,5.4164551,-3.56964069,-9.13382904,14.08926542,-3.30981432,0,0,0,0
54.925,-2.83884666,-0.42665037,89.73008891,0.55947275,0.97177292,-0.84733319,26.91934028,-5.67805558,-10.50634635,-34.14477344,11.96309891,-7.61625244,0,-5.48897346,5.44608919,-3.63544548,-8.87772928,14.05331448,-3.18246394,0,0,0,0
54.93,-2.86625675,-0.42265464,89.85105125,0.55946485,0.97137716,-0.84700905,26.82467616,-5.7131864,-10.88926964,-32.20519598,11.8716038,-7.00316642,0,-6.01990363,5.46526301,-3.67555358,-8.64339638,14.04944472,-3.05003942,0,0,0,0
54.935,-2.8817569,-0.42873892,89.98546914,0.55947582,0.97093038,-0.84671375,26.71856501,-5.72871705,-11.28204384,-30.26525548,11.7724287,-6.38750875,0,-6.53123463,5.46495924,-3.6716358,-8.43180757,14.07418291,-2.91617879,0,0,0,0
54.94,-2.92505539,-0.40117761,90.10332172,0.55948418,0.9704693,-0.84644675,26.57943701,-5.78078355,-11.71418831,-28.3695241,11.6998516,-5.62053923,0,-7.06536055,5.49189611,-3.71803548,-8.24734919,14.05764873,-2.77560364,0,0,0,0
54.945,-2.95803976,-0.38367696,90.23197253,0.55951598,0.96995778,-0.84620301,26.43928214,-5.81636984,-12.16404089,-26.50038289,11.62115425,-4.82492632,0,-7.57763522,5.49994251,-3.72645144,-8.08988411,14.08017488,-2.61777419,0,0,0,0
54.95,-2.99327463,-0.36834265,90.36092807,0.55956727,0.96940137,-0.84598402,26.30105282,-5.85166456,-12.63734877,-24.68118198,11.54468744,-3.96124984,0,-8.07485095,5.50397825,-3.72851308,-7.96090091,14.11558828,-2.44594077,0,0,0,0
54.955,-3.02716281,-0.3437479,90.49599892,0.55963392,0.96882369,-0.84578733,26.15047315,-5.88107019,-13.12630861,-22.91480872,11.48033242,-3.05981663,0,-8.56385614,5.49853528,-3.72081562,-7.87037347,14.15385771,-2.26482248,0,0,0,0
54.96,-3.06097243,-0.32659686,90.63139541,0.55971747,0.9681996,-0.84561211,26.01542751,-5.90873395,-13.63774215,-21.22344613,11.41532742,-2.08901088,0,-9.02885918,5.48609742,-3.70887585,-7.81394671,14.20932968,-2.06421316,0,0,0,0
54.965,-3.09130561,-0.30689351,90.77059909,0.55982402,0.96754901,-0.84546035,25.88353007,-5.92712131,-14.15498315,-19.61085273,11.35818919,-1.08710109,0,-9.47936949,5.461572,-3.68892312,-7.79416986,14.27451482,-1.84649075,0,0,0,0
54.97,-3.12433269,-0.31691528,90.91390194,0.55993629,0.96682959,-0.84530295,25.80367645,-5.95421944,-14.70281156,-18.10734221,11.29176714,-0.00227412,0,-9.86867495,5.43163271,-3.66634758,-7.83088053,14.37438058,-1.58880438,0,0,0,0
54.975,-3.14894125,-0.31684684,91.05941441,0.56007983,0.96610328,-0.8451776,25.71944335,-5.9628309,-15.22858213,-16.69751248,11.2427244,1.06539301,0,-10.25114772,5.38351113,-3.64841846,-7.90413084,14.46468517,-1.31705156,0,0,0,0
54.98,-3.16545387,-0.31874766,91.20193119,0.56025128,0.96535518,-0.8450712,25.65093517,-5.95610549,-15.72665649,-15.39775728,11.19480273,2.12073419,0,-10.6139833,5.31981695,-3.63018391,-8.01194564,14.55853527,-1.03132942,0,0,0,0
54.985,-3.18358788,-0.32284693,91.34402267,0.56044186,0.96458415,-0.84497193,25.6026786,-5.94927045,-16.19684949,-14.22186337,11.14281302,3.16089357,0,-10.95086825,5.25005143,-3.60566218,-8.16651075,14.67147788,-0.71409853,0,0,0,0
54.99,-3.19416574,-0.30816478,91.47867564,0.56066274,0.9638248,-0.84488949,25.54481143,-5.92468091,-16.60240861,-13.16030986,11.08811855,4.11955406,0,-11.28425878,5.16619841,-3.59280231,-8.36654358,14.77658286,-0.40350829,0,0,0,0
54.995,-3.20436026,-0.31468104,91.64052903,0.56088194,0.96303107,-0.84479704,25.52243319,-5.90864425,-16.97051479,-12.23266077,11.04217002,4.97709239,0,-11.56466433,5.06836179,-3.52247727,-8.62368026,14.91982587,-0.05149611,0,0,0,0
55,-3.19768846,-0.36273942,91.75985434,0.56115798,0.96217886,-0.84471985,25.57444555,-5.87513094,-17.32865152,-11.45978761,10.98612525,5.90212958,0,-11.77381274,4.95163104,-3.56374382,-8.92715429,15.03224812,0.34880835,0,0,0,0
55.005,-3.19018008,-0.3930388,91.8882545,0.56144378,0.96134519,-0.84465635,25.61169295,-5.83781209,-17.58751769,-10.80908999,10.93291039,6.6330319,0,-11.97983477,4.82569953,-3.5642931,-9.27444842,15.15624167,0.75558882,0,0,0,0
55.01,-3.17518622,-0.423694,92.01024787,0.56175399,0.96051052,-0.84461167,25.66016071,-5.79435961,-17.78142401,-10.29442467,10.88125077,7.24826129,0,-12.16441651,4.68665565,-3.5582846,-9.66137125,15.2725778,1.16865933,0,0,0,0
55.015,-3.15549862,-0.4670153,92.12468034,0.56208077,0.95967233,-0.84456575,25.71512987,-5.7253939,-17.75298877,-9.87108676,10.78403591,7.48560577,0,-12.33104154,4.55765022,-3.372858,-10.05575668,15.35392757,1.32862603,0,0,0,0
55.02,-3.12991165,-0.47835186,92.22420711,0.56242938,0.95886405,-0.84460931,25.77442885,-5.69956352,-17.98517996,-9.66181559,10.76066599,8.13279342,0,-12.4882499,4.38288094,-3.53667635,-10.53515155,15.45329748,2.00671055,0,0,0,0
55.025,-3.09281857,-0.50961171,92.317401,0.56279545,0.95804381,-0.84465635,25.83816898,-5.63095908,-17.91622905,-9.52405004,10.68823756,8.26415641,0,-12.63812813,4.23101972,-3.35014665,-10.98951259,15.50707573,2.17377821,0,0,0,0
55.03,-3.04898602,-0.54223167,92.39347005,0.56320954,0.95723051,-0.84474954,25.91774918,-5.57269208,-17.91078421,-9.53120545,10.60104301,8.49493227,0,-12.72774654,4.02990511,-3.51829038,-11.55152051,15.57147377,2.86116997,0,0,0,0
55.035,-2.98595688,-0.5556264,92.47928356,0.56361522,0.9564681,-0.84491391,25.96126215,-5.49397704,-17.81386615,-9.62912122,10.50318776,8.4936195,0,-12.85951187,3.83520082,-3.38996854,-12.0769607,15.56084128,3.12183773,0,0,0,0
55.04,-2.93315849,-0.583922,92.53119731,0.56408239,0.95568216,-0.84509043,26.02768902,-5.41225471,-17.58724293,-9.82878823,10.35655173,8.36366451,0,-12.94067647,3.63706644,-3.41702226,-12.66678789,15.5741104,3.63146938,0,0,0,0
55.045,-2.85605151,-0.58804244,92.58773312,0.56456293,0.95495392,-0.84535645,26.0590735,-5.30913822,-17.3360734,-10.12121391,10.19728683,8.1188879,0,-13.04514908,3.41698163,-3.37120777,-13.26359873,15.52776877,4.01687473,0,0,0,0
55.05,-2.77749233,-0.601309,92.63145038,0.56506981,0.95423354,-0.84566623,26.09984259,-5.20105866,-17.024634,-10.49974036,9.99780304,7.78992558,0,-13.12795394,3.2001156,-3.29792505,-13.88135403,15.43961444,4.36246423,0,0,0,0
55.055,-2.68236762,-0.61085734,92.67238445,0.56561559,0.95355164,-0.84603674,26.12083354,-5.06730119,-16.64841053,-10.92935724,9.75272931,7.35135156,0,-13.19681448,2.96367553,-3.22096495,-14.53087348,15.30508444,4.69665242,0,0,0,0
55.06,-2.58081206,-0.60046467,92.71088621,0.56619016,0.95292405,-0.84647462,26.10681402,-4.91671936,-16.19947721,-11.40592214,9.4828602,6.80884932,0,-13.27261927,2.71869942,-3.13600494,-15.20592663,15.12250041,5.02892907,0,0,0,0
55.065,-2.46017743,-0.61606344,92.74868102,0.56679085,0.95231381,-0.84695759,26.11542952,-4.74691122,-15.7534022,-11.93249536,9.13639854,6.24154176,0,-13.30167913,2.45822521,-3.02263597,-15.909789,14.88814726,5.30723426,0,0,0,0
55.07,-2.32744306,-0.65888712,92.7741108,0.5674128,0.95169789,-0.84746833,26.16276623,-4.56526682,-15.3075003,-12.52341469,8.75030959,5.69046652,0,-13.27521882,2.19519764,-2.89327864,-16.65800271,14.62994916,5.52754515,0,0,0,0
55.075,-2.17035574,-0.66337879,92.80909527,0.56807782,0.95121697,-0.84806596,26.12706184,-4.3367456,-14.79150704,-13.0771861,8.29743719,5.00372487,0,-13.27593493,1.89522044,-2.78958305,-17.42189087,14.26773584,5.79528396,0,0,0,0
55.08,-2.00623726,-0.70766032,92.83815118,0.56875591,0.95073117,-0.84868617,26.14672173,-4.10629227,-14.30001426,-13.68648972,7.8472319,4.37495838,0,-13.20201992,1.59566,-2.67999164,-18.2348487,13.84683553,6.0121621,0,0,0,0
55.085,-1.8165678,-0.73717612,92.85894221,0.56946438,0.95033088,-0.84935473,26.13907666,-3.83783397,-13.7988869,-14.29267387,7.34596601,3.71412055,0,-13.12152008,1.27075593,-2.59306088,-19.0797268,13.37957137,6.23049653,0,0,0,0
55.09,-1.6136209,-0.77857599,92.87889825,0.57019138,0.94998633,-0.85006015,26.13940397,-3.55289219,-13.30350688,-14.90959199,6.8611792,3.07277838,0,-12.99615335,0.93246956,-2.5242182,-19.96901048,12.82620488,6.43162401,0,0,0,0
55.095,-1.40262371,-0.84107836,92.90235496,0.57092195,0.94968761,-0.85079045,26.15675122,-3.26098483,-12.82404461,-15.53289647,6.42126405,2.4822966,0,-12.81013009,0.58783737,-2.46176336,-20.91111957,12.18567558,6.60490956,0,0,0,0
55.1,-1.1709554,-0.86407333,92.90183335,0.57169681,0.94951511,-0.85156993,26.12317894,-2.92560372,-12.31038984,-16.14420394,5.96251956,1.82375009,0,-12.6482138,0.22019571,-2.46965123,-21.87208964,11.46714486,6.79278593,0,0,0,0
55.105,-0.93815304,-0.93998558,92.91362294,0.5724417,0.94934176,-0.85234153,26.15741966,-2.61528568,-11.9085834,-16.79378267,5.579053,1.33878615,0,-12.37958726,-0.13992057,-2.44987088,-22.90267254,10.67516532,6.8886558,0,0,0,0
55.11,-0.69081562,-0.94799273,92.90688157,0.57324774,0.94933966,-0.85318906,26.07027231,-2.23752061,-11.33568129,-17.36101654,5.27268054,0.66170343,0,-12.16007059,-0.53139483,-2.53051717,-23.95868581,9.75811147,7.07096841,0,0,0,0
55.115,-0.44894239,-0.97759459,92.89497743,0.57403257,0.94936993,-0.85402758,26.02119681,-1.88334738,-10.86612433,-17.96915131,5.02940492,0.1241367,0,-11.87831943,-0.90969796,-2.6171918,-25.06233011,8.76640332,7.16716185,0,0,0,0
55.12,-0.20100611,-0.96711503,92.86992653,0.57484025,0.94952427,-0.8549027,25.90911706,-1.50591987,-10.38436029,-18.55033455,4.83474766,-0.44979667,0,-11.61119121,-1.30106924,-2.75918267,-26.19526545,7.67551805,7.25097092,0,0,0,0
55.125,0.03008117,-0.99378125,92.84948941,0.57562945,0.94968741,-0.85575807,25.82980307,-1.15571055,-9.949088,-19.13511129,4.76419729,-0.90151077,0,-11.25276957,-1.67292334,-2.89651787,-27.39294112,6.50876412,7.27366021,0,0,0,0
55.13,0.26379362,-0.976261,92.81689089,0.57643151,0.94997886,-0.8566393,25.67802893,-0.78860618,-9.52096549,-19.6828718,4.73127969,-1.38885708,0,-10.913656,-2.05608316,-3.08484288,-28.61413074,5.24795718,7.26624249,0,0,0,0
55.135,0.48112767,-0.97429786,92.78645338,0.57722487,0.9503053,-0.85749854,25.52724904,-0.442902,-9.1326721,-20.21520207,4.79821837,-1.78758745,0,-10.51141947,-2.42418787,-3.27364449,-29.88655926,3.92243637,7.19939801,0,0,0,0
55.14,0.67728569,-0.98305864,92.75214421,0.57798868,0.95066706,-0.85833187,25.37255578,-0.12655343,-8.79405618,-20.73079214,4.96234062,-2.07748258,0,-10.05492374,-2.76923918,-3.46737225,-31.20256295,2.53946576,7.06426588,0,0,0,0
55.145,0.86749194,-0.97539129,92.71841894,0.57875147,0.9511039,-0.85914802,25.17825379,0.18357372,-8.50115727,-21.21359019,5.16390077,-2.35790813,0,-9.57612569,-3.11690809,-3.6786453,-32.55388519,1.10285798,6.86958412,0,0,0,0
55.15,1.0483468,-0.96420369,92.69977904,0.57949229,0.9516051,-0.85993957,24.94396028,0.47855878,-8.24912239,-21.64015567,5.43324402,-2.58091139,0,-9.05643533,-3.45957257,-3.86609029,-33.94247082,-0.36623345,6.61447427,0,0,0,0
55.155,1.21873596,-0.96448357,92.69484883,0.58020849,0.95213825,-0.8606876,24.69036445,0.75784138,-8.03005548,-22.01484059,5.76143058,-2.77516739,0,-8.47563009,-3.79510338,-4.03220888,-35.37462953,-1.85015936,6.29732191,0,0,0,0
55.16,1.37709455,-0.9686081,92.70381809,0.58089519,0.95271407,-0.86138849,24.40785926,1.01797241,-7.85016666,-22.33362815,6.13512401,-2.92525771,0,-7.84474069,-4.11845417,-4.16795726,-36.8415587,-3.34243152,5.91078299,0,0,0,0
